strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
GCF_900504985.1	Klebsiella pneumoniae	strong	151	204378	442930	5502327	no	-	ST17	0	0	4	5	-	0	-	0	-	0	-	0	-	0	-	wzi173	KL155	?-	None	96.31%	"KL155_18_rmlB,KL155_19_rmlA,KL155_20_rmlD,KL155_21_rmlC"	OL101	?-+*	None	91.94%	"OL101_01_rfbB,OL101_02_rfbA,OL101_03_rfbD,OL101_04_rfbC"	aadA1.v1^;aph(3')-Ia	-	-	-	-	-	-	-	sul1	tet(D)	-	dfrA1.v2	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST17	2	1	1	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900504995.1	Klebsiella pneumoniae	strong	93	257407	707361	5499982	no	-	ST37	1	0	4	5	ybt 10; ICEKp4	98-3LV	-	0	-	0	-	0	-	0	-	wzi50	KL15	none	Very high	99.79%		O4	none	Very high	99.71%		aadA^;sat-2	-	-	-	-	-	-	-	sul1	tet(D)	-	dfrA1.v1	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST37	2	9	2	1	13	1	16	3	12	55	3	29	123*	254*	3	10	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505015.1	Klebsiella pneumoniae	strong	60	324584	665024	5361037	no	-	ST870	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi137	KL17	none	Very high	99.97%		O1v1	none	Very high	98.02%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST870	2	6	1	1	147	1	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505025.1	Klebsiella pneumoniae	strong	60	270555	839646	5306877	no	-	ST437	0	3	9	9	-	0	-	0	-	0	-	0	-	0	-	wzi109	KL36	none	Very high	99.89%		O4	none	Very high	99.73%		aac(6')-Ib-cr.v2;aadA2	-	-	-	-	-	CatB4.v1?;catA1^	-	sul1	tet(A).v1	-	dfrA30*	OXA-1	-	-	-	CTX-M-33	SHV-11.v1	35Q	OmpK36-85%	MgrB-0%	GyrA-83I;ParC-80I	-	-	ST437	3	3	1	1	1	1	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505205.1	Klebsiella pneumoniae	strong	89	303655	536994	5576669	no	-	ST14	0	0	3	5	-	0	-	0	-	0	-	0	-	0	-	wzi2	KL2	none	Very high	99.75%		O1v1	?	Good	99.99%		aac(6')-Im;aadA^;aph(2'')-IIa*	-	-	-	-	-	-	-	sul1	tet(D)	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-129?-0%	ST14	1	6	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505325.1	Klebsiella pneumoniae	strong	126	167786	373266	5548989	no	-	ST340	0	0	6	9	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL15	none	Very high	99.80%		O4	none	Very high	99.66%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^	-	-	qnrB1.v2^	-	mphE.v2	CatB4.v1?	-	-	-	-	dfrA12;dfrA14.v1^	OXA-1	-	-	-	-	SHV-11.v1	35Q	-	-	GyrA-83I;ParC-80I	CTX-M-139?-0%	msrE*?-0%;sul1?-0%	ST340	3	3	1	1	1	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505705.1	Klebsiella pneumoniae	strong	369	384073	857879	5426785	no	-	ST322	0	0	1	1	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL17	none	Very high	98.53%		O4	none	Very high	99.75%		aadA*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	OXA-1?-0%	CTX-M-103?-0%;TEM-104?-0%;aac(6')-Ib-cr.v2*?-42%;dfrA12?-0%;sul1?-66%;sul2*?-49%	ST322	2	1	5	1	26	4	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505715.1	Klebsiella pneumoniae	strong	68	328990	748757	5408845	no	-	ST437	0	0	1	0	-	0	-	0	-	0	-	0	-	0	-	wzi109	KL36	none	Very high	99.89%		O4	?-	None	99.48%	"O4_03_hypothetical,O4_04_wzt,O4_05_wzm,O4_06_glycosyltransferase"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1	35Q	-	-	GyrA-83I;ParC-80I	-	-	ST437	3	3	1	1	1	1	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505725.1	Klebsiella pneumoniae	strong	90	231141	588435	5574965	no	-	ST11	1	0	8	13	ybt 10; ICEKp4	26	-	0	-	0	-	0	-	0	-	wzi75	KL105	none	Perfect	100.00%		O2v2	none	Very high	98.45%		aac(6')-Ib-cr.v2^;aadA2^;aph3-Ia.v1^	-	-	qnrB4	-	mphA	catA1^;catB3.v2	arr-3	sul1;sul1	-	-	dfrA12	DHA-1;OXA-1	-	-	-	-	SHV-11.v1	35Q	-	-	GyrA-83I;ParC-80I	-	-	ST11	3	3	1	1	1	1	4	16	12	4	3	3	35	33	3	10	9	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505735.1	Klebsiella pneumoniae	strong	466	372657	810415	5658437	no	-	ST48	1	0	8	13	ybt 9; ICEKp3	174-1LV	-	0	-	0	-	0	-	0	-	wzi62	KL62	?-	Good	99.72%	KL62_12	O1v1	?	Good	97.83%		aac(6')-Ib-cr.v2^;aac(6')-Im;aadA2^;aph(2'')-IIa*;aph3-Ia.v1^	-	-	-	-	mphA	catA1^;catB3.v2	arr-3	sul1	tet(D)	-	dfrA12	OXA-1	-	-	-	-	SHV-120	240K	-	-	-	-	-	ST48	2	5	2	2	7	1	10	5	11	6*	5	1	34	15	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505755.1	Klebsiella pneumoniae	strong	150	194870	827492	5378610	no	-	ST437	0	0	6	5	-	0	-	0	-	0	-	0	-	0	-	wzi109	KL36	none	Very high	99.89%		O4	none	Very high	99.73%		aac(6')-Ib-cr.v2*?	-	-	-	-	mphA	-	-	sul1	-	-	dfrA30*	OXA-1	-	-	-	-	SHV-11.v1	35Q	OmpK36GD	-	GyrA-83I;ParC-80I	-	CTX-M-103?-0%;CatB4.v1?-0%	ST437	3	3	1	1	1	1	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505765.1	Klebsiella pneumoniae	strong	407	212837	839445	5719201	no	-	ST437	0	0	4	4	-	0	-	0	-	0	-	0	-	0	-	wzi109	KL36	none	Very high	99.89%		O4	none	Very high	99.73%		aadA2?;aph3-Ia.v1^	-	-	-	-	mphA	-	-	sul1	-	-	-	-	-	-	-	-	SHV-11.v1	35Q	OmpK36-75%	-	GyrA-83I;GyrA-87G;ParC-80I	-	-	ST437	3	3	1	1	1	1	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	iutA_52*-0%
GCF_900505785.1	Klebsiella pneumoniae	strong	47	285581	1097708	5514632	no	-	ST35	3	0	0	0	-	0	-	0	iuc 3	32-2LV	-	0	-	0	-	wzi37	KL22	-+	Good	99.48%	KL22_15_wcaJ	O1v1	none	Very high	98.11%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-33	-	-	-	-	-	-	ST35	2	1	2	1	10	1	19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9-2%	11	12	31	52	-	-	-	-	-	-	-	-
GCF_900505815.1	Klebsiella pneumoniae	strong	100	270558	827638	5349784	no	-	ST437	0	0	3	2	-	0	-	0	-	0	-	0	-	0	-	wzi109	KL36	none	Very high	99.89%		O4	none	Very high	99.73%		-	-	-	-	-	mphA	-	-	sul1	-	-	-	-	-	-	-	-	SHV-11.v1	35Q	OmpK36GD	-	GyrA-83I;ParC-80I	-	TEM-10.v2?-46%	ST437	3	3	1	1	1	1	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505825.1	Klebsiella pneumoniae	strong	69	348989	882258	5511532	no	-	ST25	1	0	5	7	ybt 6; ICEKp5	63	-	0	-	0	-	0	-	0	-	wzi72	KL2	none	Very high	98.41%		O1v2	none	Very high	99.20%		aph3-Ia.v1*?;strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	tet(D)	-	dfrA14.v1^	TEM-1D.v1^	-	-	-	-	SHV-11.v1^	35Q	-	-	-	sul1?-0%	-	ST25	2	1	1	1	10	4	13	22	22	6	24	16	53	51	9	17	5	30	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505835.1	Klebsiella pneumoniae	strong	329	322619	745792	5368280	no	-	ST163	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi8	KL8	none	Very high	99.76%		O3b	none	Very high	99.63%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-27	156D	-	-	-	-	-	ST163	2	1	1	1	9	1	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505845.1	Klebsiella pneumoniae	strong	90	264289	731892	5501804	no	-	ST37	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL15	none	Very high	99.77%		O4	none	Very high	99.70%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST37	2	9	2	1	13	1	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505865.1	Klebsiella pneumoniae	strong	96	361413	709468	5578244	no	-	ST1574	0	0	3	3	-	0	-	0	-	0	-	0	-	0	-	wzi354	KL114	-	High	99.17%	KL114_15	O3b	none	Very high	98.67%		-	-	-	-	-	-	catA1*	-	-	tet(D)	-	-	TEM-1D.v1^	-	-	-	-	SHV-11.v1^	35Q	-	-	-	fosA7*-15%	-	ST1574	10	1	11	1	26	8	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505895.1	Klebsiella pneumoniae	strong	116	197211	584990	5586185	no	-	ST15	1	0	5	6	ybt 10; ICEKp4	28	-	0	-	0	-	0	-	0	-	wzi24	KL24	-	High	100.00%	KL24_13_wcuG	O1v1	none	Very high	98.52%		aac(3)-IId^;aac(6')-Ib-cr.v2;aph3-Ia.v1^	-	-	-	-	-	CatB4.v1?	-	-	tet(A).v1	-	-	OXA-1	-	-	-	-	SHV-28.v1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST15	1	1	1	1	1	1	1	16	12	4	3	3	35	50	3	10	23	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505965.1	Klebsiella pneumoniae	strong	83	245790	403163	5206851	no	-	ST218	3	0	0	0	-	0	-	0	iuc 1	1	iro 1	1-1LV	rmp 1; KpVP-1	26-1LV	rmpA2_8-60%	wzi77	KL57	none	Very high	98.78%		O2v2	?	Good	98.67%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	CatB4.v1?-0%;aph3-Ia.v1?-0%	ST218	2	3	1	1	9	4	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	24	1	1	2	2	2*-47%	-
GCF_900505985.1	Klebsiella pneumoniae	strong	181	316151	1310438	5668056	no	-	ST1107	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi59	KL3	none	Very high	99.59%		O1v2	none	Very high	98.40%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	TEM-10.v2?-46%	ST1107	4	38	1	1	7	4	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900505995.1	Klebsiella pneumoniae	strong	37	381432	768829	5175772	no	-	ST629	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi368	KL134	none	Very high	99.98%		O3/O3a	none	Very high	98.66%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST629	2	3	87	1	12	1	26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506005.1	Klebsiella pneumoniae	strong	74	270584	700582	5374634	no	-	ST37	0	0	2	2	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL15	none	Very high	99.79%		O4	none	Very high	99.72%		aadA^	-	-	-	-	-	-	-	-	tet(D)	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	sul1*?-43%	ST37	2	9	2	1	13	1	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506025.1	Klebsiella pneumoniae	strong	60	319472	1019038	5254413	no	-	ST485	1	0	0	0	ybt 10; ICEKp4	78-1LV	-	0	-	0	-	0	-	0	-	-	KL107	?-	None	85.44%	"KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_12,KL107_13,KL107_15"	OL101	?-*	Good	91.85%	"OL101_01_rfbB,OL101_02_rfbA,OL101_04_rfbC"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1	-	-	-	-	-	-	ST485	2	1	1	1	7	1	12	3	12	4	11	3	21	18	3	10*	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506095.1	Klebsiella pneumoniae	strong	104	270764	700582	5634590	no	-	ST37	0	0	4	4	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL15	none	Very high	99.79%		O4	none	Very high	99.72%		aadA^	-	-	-	-	-	floR.v2*	-	sul2	tet(D)	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	sul1*?-43%	ST37	2	9	2	1	13	1	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506155.1	Klebsiella pneumoniae	strong	90	223911	489741	5678573	no	-	ST15	1	0	6	5	ybt 10; ICEKp4	28	-	0	-	0	-	0	-	0	-	wzi24	KL24	-	High	100.00%	KL24_13_wcuG	O1v1	none	Very high	98.52%		aac(3)-IId^	-	-	-	-	mphA	-	-	sul1	tet(A).v1	-	dfrA1.v1	-	-	-	-	-	SHV-28.v1^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	qnrS10?-0%;qnrS1?-60%	ST15	1	1	1	1	1	1	1	16	12	4	3	3	35	50	3	10	23	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506185.1	Klebsiella pneumoniae	strong	143	418749	849676	5213517	no	-	ST3669	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi274	KL30	none	Very high	99.14%		O1v1	none	Very high	99.90%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	TEM-150*?-0%	ST3669	2	1	1	80	10	1	155	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506195.1	Klebsiella pneumoniae	strong	90	298654	1071047	5343449	no	-	ST49	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi39	KL39	none	Very high	99.94%		O3b	none	Very high	98.69%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST49	8	1	1	2	12	1	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506205.1	Klebsiella pneumoniae	strong	98	158141	600510	5662783	no	-	ST1010	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi377	KL142	none	Very high	99.98%		O1v1	none	Very high	98.09%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST1010	2	3	1	1	1	4	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506215.1	Klebsiella pneumoniae	strong	369	213333	549240	5500635	no	-	ST437	0	0	5	4	-	0	-	0	-	0	-	0	-	0	-	wzi109	KL36	none	Very high	99.89%		O4	none	Very high	99.73%		aph3-Ia.v1^	-	-	-	-	mphA	-	-	sul1	-	-	dfrA30*	-	-	-	-	-	SHV-11.v1	35Q	OmpK36GD	-	GyrA-83I;ParC-80I	aac(6')-Ib-cr.v2*-64%	CTX-M-103*?-33%;CatB4.v1?-0%;TEM-10.v2?-43%;tet(A).v1*?-0%	ST437	3	3	1	1	1	1	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506235.1	Klebsiella pneumoniae	strong	81	203871	406351	5369909	no	-	ST437	0	0	5	4	-	0	-	0	-	0	-	0	-	0	-	wzi109	KL36	none	Very high	99.89%		O4	none	Very high	99.73%		aph3-Ia.v1^	-	-	-	-	mphA	-	-	sul1	-	-	dfrA30*	-	-	-	-	-	SHV-11.v1	35Q	OmpK36GD	-	GyrA-83I;ParC-80I	-	-	ST437	3	3	1	1	1	1	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506255.1	Klebsiella pneumoniae	strong	180	328965	839592	5424924	no	-	ST437	0	0	3	3	-	0	-	0	-	0	-	0	-	0	-	wzi109	KL36	none	Very high	99.89%		O4	none	Very high	99.73%		aadA2;aph3-Ia.v1^	-	-	-	-	-	-	-	sul1	-	-	-	-	-	-	-	-	SHV-11.v1	35Q	OmpK36-85%	-	GyrA-83I;ParC-80I	-	mphA*?-0%	ST437	3	3	1	1	1	1	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506265.1	Klebsiella pneumoniae	strong	92	361553	1032411	5731536	no	-	ST321	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi131	KL3	none	Very high	99.62%		O2v2	none	Very high	98.54%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	fosA7*?-0%	ST321	4	16	2	1	28	3	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506305.1	Klebsiella pneumoniae	strong	134	264383	530808	5482779	no	-	ST643	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	KL105	none	Very high	98.81%		O4	?	Good	99.69%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-26	-	-	-	-	-	OXA-48?-0%	ST643	2	3	6	75	9	7	137	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506335.1	Klebsiella pneumoniae	strong	188	198409	543159	5786419	no	-	ST416	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi273	KL30	*	Very high	96.45%		O1v2	none	Very high	99.49%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-14^	-	-	-	-	-	-	ST416	2	38	1	1	7	4	89	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506385.1	Klebsiella pneumoniae	strong	75	281492	509509	5532574	no	-	ST35	1	0	0	0	ybt 9; ICEKp3	180	-	0	-	0	-	0	-	0	-	wzi37	KL22	none	Very high	99.48%		O1v1	?-	Good	98.10%	O1/O2v1_03_wbbM	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	OmpK36-61%	-	-	-	-	ST35	2	1	2	1	10	1	19	5	11	6	5	1	16	37	9	5	5	133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506405.1	Klebsiella pneumoniae	strong	135	338078	948272	5481009	no	-	ST14	0	0	2	3	-	0	-	0	-	0	-	0	-	0	-	wzi2	KL2	none	Very high	99.74%		O1v1	none	Very high	99.99%		strA.v1;strB.v1	-	-	-	-	-	-	-	-	tet(D)	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	sul1?-0%	TEM-150?-0%	ST14	1	6	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506425.1	Klebsiella pneumoniae	strong	400	206103	372571	5538318	no	-	ST65	3	0	3	3	-	0	-	0	iuc 1	1	iro 1	10	rmp 1; KpVP-1	55	rmpA2_6*-47%	wzi72	KL2	none	Very high	98.40%		O1v2	none	Very high	98.98%		-	-	-	-	-	-	-	-	sul2	-	-	dfrA14.v2	TEM-1D.v1^	-	-	-	-	SHV-11.v1^	35Q	-	-	-	strB.v1?-0%	strA.v1*?-66%	ST65	2	1	2	1	10	4	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	13	1	1	4-47%	4-0%	2	-
GCF_900506435.1	Klebsiella pneumoniae	strong	52	356197	757420	5351298	no	-	ST485	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi317	KL6	none	Very high	99.60%		O2v1	none	Very high	98.78%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-27^	156D	-	-	-	-	-	ST485	2	1	1	1	7	1	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506475.1	Klebsiella pneumoniae	strong	65	256767	589719	5429091	no	-	ST48	2	0	0	0	ybt 17; ICEKp10	289-1LV	clb 3	17	-	0	-	0	-	0	-	wzi167	KL124	?-	Good	99.63%	KL124_06_wzc	O1v1	none	Very high	98.30%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST48	2	5	2	2	7	1	10	6	15	5	4	11	28	26*	2	11	4	2	2	10	2	2	2	2	2	8	2	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506485.1	Klebsiella pneumoniae	strong	88	369406	1091477	5302812	no	-	ST3636	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi122	KL121	none	Very high	99.98%		O1v1	none	Very high	97.94%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1*	156S	-	-	-	-	-	ST3636	2	1	2	3	10	1	15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506495.1	Klebsiella pneumoniae	strong	460	138578	355662	5819577	no	-	ST253	0	0	2	2	-	0	-	0	-	0	-	0	-	0	-	wzi201	KL60	none	Very high	99.02%		O1v1	none	Very high	98.62%		-	-	-	-	-	-	-	-	-	-	-	dfrA14.v2	TEM-1D.v1^	-	-	-	-	SHV-36	35Q	-	-	-	strB.v1?-0%	sul2?-68%	ST253	2	1	1	1	9	1	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCF_900506625.1	Klebsiella pneumoniae	strong	67	358136	776348	5483776	no	-	ST485	1	0	5	4	ybt 10; ICEKp4	80	-	0	-	0	-	0	-	0	-	wzi84	KL28	none	Very high	99.37%		O2v1	none	Very high	98.86%		-	-	-	-	-	-	-	-	sul1	tet(A).v1	-	dfrA25	DHA-1	-	-	-	-	SHV-27^	156D	-	-	GyrA-83I;ParC-80I	-	-	ST485	2	1	1	1	7	1	12	3	12	4	11	3	83	18	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
